114,0
95,0
36,0
43,0
87,0
120,0
20,0
100,0
142,0
128,0
132,0
147,0
146,0
145,0
74,0
30,0
110,0
134,0
127,0
136,0
42,0
133,0
1,0
142,0
5,0
108,0
13,0
111,0
77,0
88,0
4,0
54,0
90,0
113,0
47,0
110,0
115,0
130,0
64,0
145,0
45,0
63,0
34,0
83,0
123,0
153,0
133,0
14,0
16,0
13,0
17,0
114,0
30,0
13,0
148,0
18,0
134,0
30,0
57,0
8,0
149,0
90,0
42,0
47,0
111,0
28,0
50,0
122,0
88,0
16,0
83,0
68,0
38,0
87,0
148,0
128,0
25,0
76,0
60,0
106,0
128,0
127,0
52,0
39,0
140,0
58,0
7,0
5,0
7,0
89,0
32,0
22,0
142,0
140,0
100,0
110,0
34,0
87,0
133,0
5,0
47,0
97,0
63,0
56,0
19,0
128,0
133,0
25,0
137,0
5,0
20,0
122,0
7,0
118,0
104,0
128,0
133,0
41,0
86,0
31,0
113,0
92,0
36,0
147,0
23,0
59,0
46,0
23,0
36,0
45,0
74,0
133,0
7,0
47,0
5,0
78,0
30,0
46,0
119,0
30,0
87,0
129,0
64,0
7,0
55,0
13,0
9,0
14,0
21,0
140,0
20,0
144,0
54,0
89,0
21,0
114,0
26,0
77,0
79,0
38,0
90,0
146,0
45,0
42,0
29,0
148,0
122,0
123,0
14,0
133,0
122,0
148,0
72,0
109,0
44,0
32,0
19,0
104,0
40,0
119,0
133,0
134,0
23,0
74,0
69,0
7,0
80,0
144,0
26,0
127,0
133,0
118,0
82,0
25,0
122,0
108,0
89,0
23,0
109,0
68,0
39,0
36,0
70,0
22,0
56,0
40,0
120,0
34,0
30,0
54,0
14,0
66,0
71,0
126,0
84,0
8,0
34,0
46,0
4,0
42,0
10,0
69,0
101,0
1,0
132,0
9,0
88,0
120,0
60,0
23,0
32,0
78,0
45,0
101,0
123,0
4,0
105,0
24,0
144,0
89,0
142,0
7,0
31,0
34,0
107,0
41,0
109,0
140,0
131,0
133,0
19,0
23,0
134,0
45,0
35,0
13,0
13,0
33,0
56,0
130,0
1,0
25,0
65,0
109,0
46,0
38,0
117,0
144,0
41,0
44,0
115,0
67,0
116,0
141,0
16,0
77,0
23,0
30,0
25,0
55,0
50,0
8,0
122,0
128,0
10,0
110,0
14,0
29,0
21,0
74,0
133,0
34,0
41,0
43,0
101,0
150,0
134,0
31,0
69,0
129,0
116,0
97,0
75,0
72,0
65,0
82,0
4,0
101,0
95,0
67,0
33,0
101,0
3,0
84,0
16,0
35,0
85,0
30,0
83,0
30,0
67,0
54,0
133,0
54,0
88,0
48,0
5,0
122,0
62,0
84,0
104,0
95,0
43,0
108,0
14,0
75,0
42,0
85,0
94,0
69,0
30,0
30,0
77,0
69,0
36,0
55,0
128,0
61,0
22,0
144,0
6,0
114,0
112,0
150,0
43,0
7,0
136,0
30,0
133,0
9,0
30,0
101,0
18,0
46,0
66,0
57,0
142,0
136,0
37,0
36,0
34,0
5,0
59,0
96,0
15,0
91,0
18,0
39,0
10,0
22,0
54,0
13,0
47,0
8,0
23,0
133,0
