114,0
95,0
57,0
43,0
146,0
120,0
30,0
138,0
13,0
128,0
132,0
133,0
146,0
139,0
82,0
64,0
111,0
134,0
122,0
137,0
149,0
47,0
1,0
142,0
17,0
108,0
144,0
111,0
78,0
83,0
49,0
149,0
91,0
120,0
47,0
124,0
39,0
76,0
64,0
145,0
45,0
151,0
24,0
90,0
124,0
31,0
133,0
14,0
153,0
13,0
17,0
114,0
30,0
128,0
82,0
63,0
134,0
68,0
17,0
8,0
149,0
132,0
42,0
47,0
111,0
8,0
29,0
53,0
88,0
16,0
83,0
9,0
5,0
87,0
148,0
37,0
28,0
76,0
60,0
35,0
128,0
141,0
52,0
111,0
140,0
58,0
7,0
139,0
7,0
75,0
100,0
22,0
47,0
140,0
72,0
114,0
8,0
90,0
133,0
32,0
36,0
78,0
63,0
30,0
19,0
51,0
28,0
14,0
137,0
5,0
59,0
52,0
7,0
118,0
42,0
122,0
133,0
149,0
86,0
31,0
113,0
92,0
33,0
102,0
61,0
138,0
151,0
5,0
36,0
100,0
76,0
123,0
46,0
47,0
5,0
78,0
137,0
29,0
119,0
25,0
81,0
127,0
36,0
7,0
111,0
65,0
122,0
103,0
56,0
140,0
60,0
37,0
54,0
89,0
21,0
106,0
142,0
77,0
134,0
23,0
90,0
146,0
45,0
42,0
29,0
146,0
5,0
123,0
14,0
133,0
124,0
82,0
28,0
103,0
1,0
25,0
19,0
106,0
37,0
149,0
123,0
97,0
23,0
87,0
69,0
7,0
80,0
42,0
26,0
122,0
133,0
47,0
81,0
124,0
4,0
108,0
89,0
61,0
109,0
137,0
19,0
127,0
70,0
59,0
72,0
26,0
106,0
128,0
30,0
151,0
62,0
121,0
29,0
71,0
84,0
47,0
47,0
122,0
66,0
50,0
25,0
118,0
101,0
35,0
132,0
127,0
88,0
120,0
59,0
5,0
48,0
77,0
125,0
101,0
122,0
4,0
105,0
23,0
144,0
89,0
47,0
4,0
117,0
107,0
107,0
72,0
36,0
139,0
93,0
88,0
19,0
47,0
134,0
45,0
12,0
13,0
139,0
33,0
56,0
92,0
1,0
10,0
65,0
42,0
46,0
30,0
117,0
144,0
40,0
124,0
116,0
37,0
37,0
141,0
16,0
146,0
142,0
30,0
8,0
111,0
51,0
54,0
47,0
136,0
9,0
111,0
35,0
7,0
21,0
98,0
47,0
28,0
40,0
71,0
101,0
150,0
134,0
31,0
69,0
122,0
116,0
134,0
89,0
118,0
65,0
74,0
4,0
101,0
95,0
142,0
33,0
101,0
3,0
93,0
139,0
12,0
81,0
22,0
83,0
30,0
37,0
54,0
133,0
54,0
88,0
33,0
149,0
122,0
62,0
95,0
99,0
87,0
72,0
108,0
14,0
88,0
42,0
84,0
128,0
127,0
29,0
30,0
95,0
76,0
68,0
71,0
122,0
61,0
22,0
47,0
6,0
114,0
112,0
59,0
64,0
7,0
52,0
122,0
47,0
26,0
67,0
101,0
18,0
46,0
137,0
22,0
34,0
123,0
37,0
64,0
118,0
5,0
59,0
96,0
15,0
91,0
122,0
47,0
6,0
147,0
50,0
18,0
47,0
124,0
28,0
133,0
