114,0
95,0
36,0
43,0
76,0
120,0
60,0
138,0
6,0
128,0
132,0
47,0
146,0
16,0
74,0
57,0
111,0
134,0
34,0
137,0
137,0
88,0
1,0
150,0
17,0
108,0
34,0
111,0
78,0
88,0
49,0
121,0
132,0
113,0
47,0
46,0
149,0
76,0
64,0
145,0
45,0
137,0
24,0
87,0
124,0
31,0
133,0
14,0
139,0
13,0
17,0
114,0
30,0
57,0
75,0
18,0
134,0
30,0
62,0
8,0
149,0
90,0
42,0
47,0
111,0
57,0
50,0
53,0
88,0
17,0
83,0
9,0
118,0
87,0
148,0
31,0
8,0
76,0
60,0
149,0
128,0
124,0
52,0
111,0
140,0
58,0
7,0
139,0
7,0
85,0
100,0
22,0
88,0
140,0
1,0
114,0
150,0
74,0
47,0
32,0
36,0
94,0
65,0
32,0
19,0
52,0
47,0
32,0
137,0
103,0
20,0
46,0
7,0
105,0
99,0
42,0
47,0
72,0
74,0
31,0
113,0
92,0
31,0
109,0
60,0
17,0
137,0
23,0
36,0
25,0
87,0
123,0
50,0
47,0
17,0
77,0
145,0
128,0
119,0
36,0
81,0
28,0
31,0
7,0
18,0
13,0
128,0
14,0
56,0
140,0
20,0
117,0
151,0
97,0
21,0
106,0
4,0
77,0
97,0
64,0
90,0
146,0
10,0
42,0
29,0
148,0
14,0
122,0
145,0
88,0
151,0
82,0
28,0
126,0
14,0
25,0
140,0
104,0
67,0
113,0
123,0
134,0
108,0
87,0
69,0
7,0
80,0
145,0
115,0
142,0
88,0
118,0
82,0
127,0
4,0
108,0
89,0
23,0
109,0
142,0
19,0
97,0
26,0
22,0
57,0
117,0
99,0
122,0
22,0
124,0
23,0
50,0
50,0
126,0
84,0
102,0
47,0
53,0
30,0
46,0
10,0
67,0
101,0
1,0
93,0
28,0
88,0
120,0
21,0
6,0
33,0
77,0
45,0
101,0
124,0
142,0
105,0
38,0
144,0
89,0
47,0
7,0
140,0
139,0
107,0
24,0
46,0
140,0
93,0
88,0
19,0
88,0
146,0
24,0
127,0
6,0
46,0
33,0
56,0
92,0
1,0
25,0
65,0
42,0
46,0
41,0
117,0
144,0
40,0
9,0
116,0
120,0
37,0
141,0
16,0
77,0
29,0
30,0
8,0
114,0
50,0
49,0
123,0
136,0
9,0
110,0
14,0
7,0
21,0
86,0
47,0
122,0
41,0
138,0
101,0
42,0
77,0
41,0
129,0
129,0
19,0
134,0
88,0
69,0
65,0
76,0
4,0
101,0
95,0
110,0
33,0
106,0
3,0
94,0
139,0
12,0
84,0
23,0
83,0
30,0
2,0
54,0
88,0
4,0
88,0
33,0
5,0
122,0
62,0
85,0
99,0
77,0
118,0
108,0
14,0
88,0
42,0
84,0
128,0
124,0
30,0
30,0
77,0
130,0
68,0
69,0
7,0
61,0
23,0
63,0
6,0
114,0
112,0
59,0
31,0
7,0
126,0
128,0
47,0
10,0
27,0
101,0
18,0
46,0
71,0
23,0
1,0
124,0
37,0
24,0
34,0
5,0
59,0
96,0
15,0
91,0
54,0
62,0
8,0
147,0
127,0
13,0
47,0
22,0
39,0
132,0
